Name,Author,UserRating,Review,Price,Year,Genre,User Rating,Reviews
One Thousand Gifts: A Dare to Live Fully Right Where You Are,Ann Voskamp,,,13,2011,Non Fiction,4.6,3163.0
One Thousand Gifts: A Dare to Live Fully Right Where You Are,Ann Voskamp,,,13,2012,Non Fiction,4.6,3163.0
"Option B: Facing Adversity, Building Resilience, and Finding Joy",Sheryl Sandberg,,,9,2017,Non Fiction,4.5,1831.0
Origin: A Novel (Robert Langdon),Dan Brown,,,13,2017,Fiction,4.3,18904.0
Orphan Train,Christina Baker Kline,,,11,2014,Fiction,4.6,21930.0
Outliers: The Story of Success,Malcolm Gladwell,,,20,2009,Non Fiction,4.6,10426.0
Outliers: The Story of Success,Malcolm Gladwell,,,20,2010,Non Fiction,4.6,10426.0
P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,,,5,2018,Non Fiction,4.7,10820.0
P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,,,5,2019,Non Fiction,4.7,10820.0
Percy Jackson and the Olympians Paperback Boxed Set (Books 1-3),Rick Riordan,,,2,2010,Fiction,4.8,548.0
Player's Handbook (Dungeons & Dragons),Wizards RPG Team,,,27,2017,Fiction,4.8,16990.0
Player's Handbook (Dungeons & Dragons),Wizards RPG Team,,,27,2018,Fiction,4.8,16990.0
Player's Handbook (Dungeons & Dragons),Wizards RPG Team,,,27,2019,Fiction,4.8,16990.0
Pokémon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 Pokémon,Scholastic,,,9,2016,Fiction,4.7,3503.0
Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,Eben Alexander,,,10,2012,Non Fiction,4.3,13616.0
Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,Eben Alexander,,,10,2013,Non Fiction,4.3,13616.0
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,,,46,2009,Non Fiction,4.5,8580.0
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,,,46,2010,Non Fiction,4.5,8580.0
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,,,46,2011,Non Fiction,4.5,8580.0
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,,,46,2012,Non Fiction,4.5,8580.0
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,,,46,2013,Non Fiction,4.5,8580.0
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,,,46,2014,Non Fiction,4.5,8580.0
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,,,46,2015,Non Fiction,4.5,8580.0
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,,,46,2016,Non Fiction,4.5,8580.0
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,,,46,2017,Non Fiction,4.5,8580.0
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,,,46,2018,Non Fiction,4.5,8580.0
Puppy Birthday to You! (Paw Patrol) (Little Golden Book),Golden Books,,,4,2017,Fiction,4.8,4757.0
Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,,,20,2012,Non Fiction,4.6,10009.0
Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,,,7,2013,Non Fiction,4.6,10009.0
Radical: Taking Back Your Faith from the American Dream,David Platt,,,9,2010,Non Fiction,4.7,1985.0
Radical: Taking Back Your Faith from the American Dream,David Platt,,,9,2011,Non Fiction,4.7,1985.0
Ready Player One: A Novel,Ernest Cline,,,12,2017,Fiction,4.6,22536.0
Ready Player One: A Novel,Ernest Cline,,,12,2018,Fiction,4.6,22536.0
Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans (1),Rush Limbaugh,,,12,2013,Fiction,4.9,7150.0
Rush Revere and the First Patriots: Time-Travel Adventures With Exceptional Americans (2),Rush Limbaugh,,,12,2014,Fiction,4.9,3836.0
"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,,,20,2018,Non Fiction,4.8,7802.0
"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,,,20,2019,Non Fiction,4.8,7802.0
Sarah's Key,Tatiana de Rosnay,,,10,2010,Fiction,4.6,3619.0
"School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Reading…",School Zone,,,6,2018,Non Fiction,4.8,23047.0
"School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Reading…",School Zone,,,6,2019,Non Fiction,4.8,23047.0
"Secret Garden: An Inky Treasure Hunt and Coloring Book (For Adults, mindfulness coloring)",Johanna Basford,,,9,2015,Non Fiction,4.7,9366.0
Sh*t My Dad Says,Justin Halpern,,,11,2010,Non Fiction,4.7,1265.0
Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,,,16,2018,Non Fiction,4.8,3923.0
Shred: The Revolutionary Diet: 6 Weeks 4 Inches 2 Sizes,Ian K. Smith M.D.,,,6,2013,Non Fiction,4.1,2272.0
Sookie Stackhouse,Charlaine Harris,,,25,2009,Fiction,4.7,973.0
"Soul Healing Miracles: Ancient and New Sacred Wisdom, Knowledge, and Practical Techniques for Healing the Spiritual…",Zhi Gang Sha,,,17,2013,Non Fiction,4.6,220.0
Steve Jobs,Walter Isaacson,,,20,2011,Non Fiction,4.6,7827.0
Steve Jobs,Walter Isaacson,,,20,2012,Non Fiction,4.6,7827.0
Strange Planet (Strange Planet Series),Nathan W. Pyle,,,6,2019,Fiction,4.9,9382.0
StrengthsFinder 2.0,Gallup,,,17,2009,Non Fiction,4.0,5069.0
StrengthsFinder 2.0,Gallup,,,17,2010,Non Fiction,4.0,5069.0
StrengthsFinder 2.0,Gallup,,,17,2011,Non Fiction,4.0,5069.0
StrengthsFinder 2.0,Gallup,,,17,2012,Non Fiction,4.0,5069.0
StrengthsFinder 2.0,Gallup,,,17,2013,Non Fiction,4.0,5069.0
StrengthsFinder 2.0,Gallup,,,17,2014,Non Fiction,4.0,5069.0
StrengthsFinder 2.0,Gallup,,,17,2015,Non Fiction,4.0,5069.0
StrengthsFinder 2.0,Gallup,,,17,2016,Non Fiction,4.0,5069.0
StrengthsFinder 2.0,Gallup,,,17,2017,Non Fiction,4.0,5069.0
"Super Freakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance",Steven D. Levitt,,,18,2009,Non Fiction,4.5,1583.0
Switch: How to Change Things When Change Is Hard,Chip Heath,,,13,2010,Non Fiction,4.6,1907.0
Sycamore Row (Jake Brigance),John Grisham,,,18,2013,Fiction,4.5,23114.0
Teach Like a Champion: 49 Techniques that Put Students on the Path to College,Doug Lemov,,,20,2010,Non Fiction,4.4,637.0
Teach Like a Champion: 49 Techniques that Put Students on the Path to College,Doug Lemov,,,20,2011,Non Fiction,4.4,637.0
The 17 Day Diet: A Doctor's Plan Designed for Rapid Results,Mike Moreno,,,22,2011,Non Fiction,4.3,2314.0
"The 4 Hour Body: An Uncommon Guide to Rapid Fat Loss, Incredible Sex and Becoming Superhuman",Timothy Ferriss,,,21,2011,Non Fiction,4.3,4587.0
The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,,,28,2010,Non Fiction,4.7,3477.0
The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,,,28,2011,Non Fiction,4.7,3477.0
The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,,,28,2012,Non Fiction,4.7,3477.0
The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,,,28,2013,Non Fiction,4.7,3477.0
The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,,,28,2014,Non Fiction,4.7,3477.0
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,,,8,2015,Non Fiction,4.8,25554.0
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,,,8,2016,Non Fiction,4.8,25554.0
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,,,8,2017,Non Fiction,4.8,25554.0
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,,,8,2018,Non Fiction,4.8,25554.0
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,,,8,2019,Non Fiction,4.8,25554.0
The 5000 Year Leap,W. Cleon Skousen,,,12,2009,Non Fiction,4.8,1680.0
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,,,24,2009,Non Fiction,4.6,9325.0
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,,,24,2011,Non Fiction,4.6,9325.0
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,,,24,2012,Non Fiction,4.6,9325.0
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,,,24,2013,Non Fiction,4.6,9325.0
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,,,16,2015,Non Fiction,4.7,4725.0
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,,,16,2016,Non Fiction,4.7,4725.0
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,,,16,2017,Non Fiction,4.7,4725.0
The Alchemist,Paulo Coelho,,,39,2014,Fiction,4.7,35799.0
The Amateur,Edward Klein,,,9,2012,Non Fiction,4.6,2580.0
The Art of Racing in the Rain: A Novel,Garth Stein,,,10,2010,Fiction,4.7,11813.0
The Art of Racing in the Rain: A Novel,Garth Stein,,,10,2011,Fiction,4.7,11813.0
The Big Short: Inside the Doomsday Machine,Michael Lewis,,,17,2010,Non Fiction,4.7,3536.0
The Blood of Olympus (The Heroes of Olympus (5)),Rick Riordan,,,11,2014,Fiction,4.8,6600.0
"The Blood Sugar Solution: The UltraHealthy Program for Losing Weight, Preventing Disease, and Feeling Great Now!",Mark Hyman M.D.,,,14,2012,Non Fiction,4.2,1789.0
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,,,12,2019,Non Fiction,4.8,12361.0
The Book of Basketball: The NBA According to The Sports Guy,Bill Simmons,,,53,2009,Non Fiction,4.7,858.0
The Book Thief,Markus Zusak,,,6,2013,Fiction,4.6,23148.0
The Book Thief,Markus Zusak,,,6,2014,Fiction,4.6,23148.0
The Book with No Pictures,B. J. Novak,,,8,2014,Fiction,4.8,8081.0
The Book with No Pictures,B. J. Novak,,,8,2015,Fiction,4.8,8081.0
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,,,12,2014,Non Fiction,4.8,23358.0
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,,,12,2015,Non Fiction,4.8,23358.0
The Casual Vacancy,J.K. Rowling,,,12,2012,Fiction,3.3,9372.0
The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet…,Thomas Campbell,,,21,2011,Non Fiction,4.7,4633.0
The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,,,6,2018,Non Fiction,4.3,13061.0
The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,,,6,2019,Non Fiction,4.3,13061.0
The Confession: A Novel,John Grisham,,,13,2010,Fiction,4.3,3523.0
The Constitution of the United States,Delegates of the Constitutional,,,0,2016,Non Fiction,4.8,2774.0
The Daily Show with Jon Stewart Presents Earth (The Book): A Visitor's Guide to the Human Race,Jon Stewart,,,11,2010,Non Fiction,4.4,440.0
The Day the Crayons Quit,Drew Daywalt,,,9,2013,Fiction,4.8,8922.0
The Day the Crayons Quit,Drew Daywalt,,,9,2014,Fiction,4.8,8922.0
The Day the Crayons Quit,Drew Daywalt,,,9,2015,Fiction,4.8,8922.0
"The Dukan Diet: 2 Steps to Lose the Weight, 2 Steps to Keep It Off Forever",Pierre Dukan,,,15,2011,Non Fiction,4.1,2023.0
The Elegance of the Hedgehog,Muriel Barbery,,,11,2009,Fiction,4.0,1859.0
The Fault in Our Stars,John Green,,,13,2012,Fiction,4.7,50482.0
The Fault in Our Stars,John Green,,,13,2013,Fiction,4.7,50482.0
The Fault in Our Stars,John Green,,,7,2014,Fiction,4.7,50482.0
The Fault in Our Stars,John Green,,,13,2014,Fiction,4.7,50482.0
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,,,6,2009,Non Fiction,4.6,3207.0
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,,,6,2010,Non Fiction,4.6,3207.0
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,,,6,2011,Non Fiction,4.6,3207.0
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,,,6,2012,Non Fiction,4.6,3207.0
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,,,6,2013,Non Fiction,4.6,3207.0
The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Gary Chapman,,,9,2009,Non Fiction,4.6,803.0
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,,,6,2013,Non Fiction,4.7,23308.0
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,,,6,2015,Non Fiction,4.7,23308.0
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,,,6,2016,Non Fiction,4.7,23308.0
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,,,6,2017,Non Fiction,4.7,23308.0
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,,,6,2018,Non Fiction,4.7,23308.0
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,,,6,2019,Non Fiction,4.7,23308.0
The Getaway,Jeff Kinney,,,0,2017,Fiction,4.8,5836.0
The Girl on the Train,Paula Hawkins,,,18,2015,Fiction,4.1,79446.0
The Girl on the Train,Paula Hawkins,,,7,2016,Fiction,4.1,79446.0
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),Stieg Larsson,,,14,2010,Fiction,4.7,7747.0
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),Stieg Larsson,,,14,2011,Fiction,4.7,7747.0
The Girl Who Played with Fire (Millennium Series),Stieg Larsson,,,9,2010,Fiction,4.7,7251.0
The Girl Who Played with Fire (Millennium),Stieg Larsson,,,16,2009,Fiction,4.7,7251.0
The Girl with the Dragon Tattoo (Millennium Series),Stieg Larsson,,,2,2009,Fiction,4.4,10559.0
The Girl with the Dragon Tattoo (Millennium Series),Stieg Larsson,,,2,2010,Fiction,4.4,10559.0
The Going-To-Bed Book,Sandra Boynton,,,5,2016,Fiction,4.8,5249.0
The Going-To-Bed Book,Sandra Boynton,,,5,2017,Fiction,4.8,5249.0
The Goldfinch: A Novel (Pulitzer Prize for Fiction),Donna Tartt,,,20,2013,Fiction,3.9,33844.0
The Goldfinch: A Novel (Pulitzer Prize for Fiction),Donna Tartt,,,20,2014,Fiction,3.9,33844.0
The Great Gatsby,F. Scott Fitzgerald,,,7,2012,Fiction,4.4,11616.0
The Great Gatsby,F. Scott Fitzgerald,,,7,2013,Fiction,4.4,11616.0
The Great Gatsby,F. Scott Fitzgerald,,,7,2014,Fiction,4.4,11616.0
The Guardians: A Novel,John Grisham,,,14,2019,Fiction,4.5,13609.0
The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,,,10,2009,Fiction,4.7,8587.0
The Handmaid's Tale,Margaret Atwood,,,7,2017,Fiction,4.3,29442.0
The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,Jonathan Cahn,,,13,2012,Fiction,4.6,11098.0
The Hate U Give,Angie Thomas,,,11,2018,Fiction,4.8,9947.0
The Help,Kathryn Stockett,,,6,2009,Fiction,4.8,13871.0
The Help,Kathryn Stockett,,,6,2010,Fiction,4.8,13871.0
The Help,Kathryn Stockett,,,8,2011,Fiction,4.8,13871.0
The Help,Kathryn Stockett,,,7,2011,Fiction,4.8,13871.0
"The House of Hades (Heroes of Olympus, Book 4)",Rick Riordan,,,14,2013,Fiction,4.8,6982.0
The Hunger Games,Suzanne Collins,,,14,2010,Fiction,4.7,32122.0
The Hunger Games (Book 1),Suzanne Collins,,,8,2011,Fiction,4.7,32122.0
The Hunger Games (Book 1),Suzanne Collins,,,8,2012,Fiction,4.7,32122.0
The Hunger Games Trilogy Boxed Set (1),Suzanne Collins,,,30,2011,Fiction,4.8,16949.0
The Hunger Games Trilogy Boxed Set (1),Suzanne Collins,,,30,2012,Fiction,4.8,16949.0
The Immortal Life of Henrietta Lacks,Rebecca Skloot,,,13,2010,Non Fiction,4.7,9289.0
The Immortal Life of Henrietta Lacks,Rebecca Skloot,,,9,2011,Non Fiction,4.7,9289.0
The Immortal Life of Henrietta Lacks,Rebecca Skloot,,,9,2012,Non Fiction,4.7,9289.0
The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,,,7,2017,Non Fiction,4.3,7368.0
The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,,,7,2018,Non Fiction,4.3,7368.0
The Last Lecture,Randy Pausch,,,9,2009,Non Fiction,4.7,4028.0
"The Last Olympian (Percy Jackson and the Olympians, Book 5)",Rick Riordan,,,7,2009,Fiction,4.8,4628.0
"The Last Olympian (Percy Jackson and the Olympians, Book 5)",Rick Riordan,,,7,2010,Fiction,4.8,4628.0
The Legend of Zelda: Hyrule Historia,Patrick Thorpe,,,20,2013,Fiction,4.9,5396.0
The Lego Ideas Book: Unlock Your Imagination,Daniel Lipkowitz,,,13,2011,Non Fiction,4.4,4247.0
The Lego Ideas Book: Unlock Your Imagination,Daniel Lipkowitz,,,13,2012,Non Fiction,4.4,4247.0
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,,,11,2015,Non Fiction,4.5,22641.0
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,,,11,2016,Non Fiction,4.5,22641.0
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,,,11,2017,Non Fiction,4.5,22641.0
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,,,11,2019,Non Fiction,4.5,22641.0
The Litigators,John Grisham,,,18,2011,Fiction,4.4,6222.0
"The Lost Hero (Heroes of Olympus, Book 1)",Rick Riordan,,,14,2010,Fiction,4.8,4506.0
The Lost Symbol,Dan Brown,,,19,2009,Fiction,4.2,8747.0
The Love Dare,Stephen Kendrick,,,13,2009,Non Fiction,4.8,1655.0
The Magnolia Story,Chip Gaines,,,5,2016,Non Fiction,4.9,7861.0
"The Mark of Athena (Heroes of Olympus, Book 3)",Rick Riordan,,,10,2012,Fiction,4.8,6247.0
The Martian,Andy Weir,,,9,2015,Fiction,4.7,39459.0
The Maze Runner (Book 1),James Dashner,,,8,2014,Fiction,4.5,10101.0
The Meltdown (Diary of a Wimpy Kid Book 13),Jeff Kinney,,,8,2018,Fiction,4.8,5898.0
The Mueller Report,The Washington Post,,,12,2019,Non Fiction,4.6,2744.0
The Nightingale: A Novel,Kristin Hannah,,,11,2015,Fiction,4.8,49288.0
The Nightingale: A Novel,Kristin Hannah,,,11,2016,Fiction,4.8,49288.0
The Official SAT Study Guide,The College Board,,,40,2010,Non Fiction,4.4,1201.0
The Official SAT Study Guide,The College Board,,,40,2011,Non Fiction,4.4,1201.0
The Official SAT Study Guide,The College Board,,,40,2012,Non Fiction,4.4,1201.0
The Official SAT Study Guide,The College Board,,,40,2013,Non Fiction,4.4,1201.0
The Official SAT Study Guide,The College Board,,,40,2014,Non Fiction,4.4,1201.0
"The Official SAT Study Guide, 2016 Edition (Official Study Guide for the New Sat)",The College Board,,,36,2016,Non Fiction,4.3,807.0
The Paris Wife: A Novel,Paula McLain,,,16,2011,Fiction,4.3,3759.0
"The Pioneer Woman Cooks: A Year of Holidays: 140 Step-by-Step Recipes for Simple, Scrumptious Celebrations",Ree Drummond,,,17,2013,Non Fiction,4.8,2663.0
"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solve…",Ree Drummond,,,14,2015,Non Fiction,4.8,3428.0
The Pioneer Woman Cooks: Food from My Frontier,Ree Drummond,,,21,2012,Non Fiction,4.8,2876.0
"The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight, Heal Your Gut, and Live Lectin-Free",Dr. Steven R Gundry MD,,,18,2018,Non Fiction,4.5,3601.0
"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain",Dr. Steven R Gundry MD,,,17,2018,Non Fiction,4.4,7058.0
The Pout-Pout Fish,Deborah Diesen,,,5,2017,Fiction,4.8,9784.0
The Pout-Pout Fish,Deborah Diesen,,,5,2018,Fiction,4.8,9784.0
The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,,,21,2012,Non Fiction,4.6,10795.0
The President Is Missing: A Novel,James Patterson,,,18,2018,Fiction,4.3,10191.0
The Racketeer,John Grisham,,,18,2012,Fiction,4.3,14493.0
"The Red Pyramid (The Kane Chronicles, Book 1)",Rick Riordan,,,12,2010,Fiction,4.6,2186.0
"The Road to Serfdom: Text and Documents--The Definitive Edition (The Collected Works of F. A. Hayek, Volume 2)",F. A. Hayek,,,14,2010,Non Fiction,4.6,1204.0
"The Serpent's Shadow (The Kane Chronicles, Book 3)",Rick Riordan,,,12,2012,Fiction,4.8,2091.0
The Shack: Where Tragedy Confronts Eternity,William P. Young,,,8,2009,Fiction,4.6,19720.0
The Shack: Where Tragedy Confronts Eternity,William P. Young,,,8,2017,Fiction,4.6,19720.0
The Short Second Life of Bree Tanner: An Eclipse Novella (The Twilight Saga),Stephenie Meyer,,,0,2010,Fiction,4.6,2122.0
The Silent Patient,Alex Michaelides,,,14,2019,Fiction,4.5,27536.0
"The Son of Neptune (Heroes of Olympus, Book 2)",Rick Riordan,,,10,2011,Fiction,4.8,4290.0
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,,,15,2017,Non Fiction,4.6,26490.0
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,,,15,2018,Non Fiction,4.6,26490.0
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,,,15,2019,Non Fiction,4.6,26490.0
The Sun and Her Flowers,Rupi Kaur,,,9,2017,Non Fiction,4.7,5487.0
"The Third Wheel (Diary of a Wimpy Kid, Book 7)",Jeff Kinney,,,7,2012,Fiction,4.7,6377.0
"The Throne of Fire (The Kane Chronicles, Book 2)",Rick Riordan,,,10,2011,Fiction,4.7,1463.0
The Time Traveler's Wife,Audrey Niffenegger,,,6,2009,Fiction,4.4,3759.0
The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,,,9,2009,Non Fiction,4.4,3503.0
The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,Dave Ramsey,,,10,2019,Non Fiction,4.7,11550.0
The Twilight Saga Collection,Stephenie Meyer,,,82,2009,Fiction,4.7,3801.0
"The Ugly Truth (Diary of a Wimpy Kid, Book 5)",Jeff Kinney,,,12,2010,Fiction,4.8,3796.0
The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for…,Dinah Bucholz,,,10,2019,Non Fiction,4.7,9030.0
The Very Hungry Caterpillar,Eric Carle,,,5,2013,Fiction,4.9,19546.0
The Very Hungry Caterpillar,Eric Carle,,,5,2014,Fiction,4.9,19546.0
The Very Hungry Caterpillar,Eric Carle,,,5,2015,Fiction,4.9,19546.0
The Very Hungry Caterpillar,Eric Carle,,,5,2016,Fiction,4.9,19546.0
The Very Hungry Caterpillar,Eric Carle,,,5,2017,Fiction,4.9,19546.0
The Very Hungry Caterpillar,Eric Carle,,,5,2018,Fiction,4.9,19546.0
The Very Hungry Caterpillar,Eric Carle,,,5,2019,Fiction,4.9,19546.0
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,,,16,2015,Non Fiction,4.6,7508.0
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,,,16,2016,Non Fiction,4.6,7508.0
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,,,16,2017,Non Fiction,4.6,7508.0
The Wonderful Things You Will Be,Emily Winfield Martin,,,10,2016,Fiction,4.9,8842.0
The Wonderful Things You Will Be,Emily Winfield Martin,,,10,2017,Fiction,4.9,8842.0
The Wonderful Things You Will Be,Emily Winfield Martin,,,10,2018,Fiction,4.9,8842.0
The Wonderful Things You Will Be,Emily Winfield Martin,,,10,2019,Fiction,4.9,8842.0
The Wonky Donkey,Craig Smith,,,4,2018,Fiction,4.8,30183.0
The Wonky Donkey,Craig Smith,,,4,2019,Fiction,4.8,30183.0
The Wright Brothers,David McCullough,,,16,2015,Non Fiction,4.7,6169.0
"Things That Matter: Three Decades of Passions, Pastimes and Politics [Deckled Edge]",Charles Krauthammer,,,15,2013,Non Fiction,4.7,7034.0
"Thinking, Fast and Slow",Daniel Kahneman,,,19,2011,Non Fiction,4.6,11034.0
"Thinking, Fast and Slow",Daniel Kahneman,,,19,2012,Non Fiction,4.6,11034.0
Thirteen Reasons Why,Jay Asher,,,9,2017,Fiction,4.5,7932.0
Thomas Jefferson: The Art of Power,Jon Meacham,,,23,2012,Non Fiction,4.5,1904.0
Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,Greg Mortenson,,,11,2009,Non Fiction,4.3,3319.0
Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,Greg Mortenson,,,11,2010,Non Fiction,4.3,3319.0
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,,,23,2014,Non Fiction,4.6,11128.0
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,,,23,2015,Non Fiction,4.6,11128.0
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,,,23,2016,Non Fiction,4.6,11128.0
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,,,23,2017,Non Fiction,4.6,11128.0
Tina Fey: Bossypants,Tina Fey,,,12,2011,Non Fiction,4.3,5977.0
To Kill a Mockingbird,Harper Lee,,,0,2013,Fiction,4.8,26234.0
To Kill a Mockingbird,Harper Lee,,,0,2014,Fiction,4.8,26234.0
To Kill a Mockingbird,Harper Lee,,,0,2015,Fiction,4.8,26234.0
To Kill a Mockingbird,Harper Lee,,,0,2016,Fiction,4.8,26234.0
To Kill a Mockingbird,Harper Lee,,,7,2019,Fiction,4.8,26234.0
"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Timothy Ferriss,,,21,2017,Non Fiction,4.6,4360.0
"Towers of Midnight (Wheel of Time, Book Thirteen)",Robert Jordan,,,21,2010,Fiction,4.8,2282.0
True Compass: A Memoir,Edward M. Kennedy,,,15,2009,Non Fiction,4.5,438.0
"Twilight (The Twilight Saga, Book 1)",Stephenie Meyer,,,9,2009,Fiction,4.7,11676.0
Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,DK,,,5,2014,Fiction,4.5,2586.0
